id,language,subject,question,A,B,C,D,answer_letter
52,as,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,bn,college_physics,সাদা আলো সাধারণত জলের একটি ডোবার উপর আপতিত হয় (প্রতিসরণ সূচক ১.৩৩)। জলের পৃষ্ঠের উপরে তেলের একটি পাতলা স্তর (৫০০ ন্যানোমিটার) ভাসতে থাকে (প্রতিসরণ সূচক ১.৫)। নিচের কোনটি সবচেয়ে বেশি প্রতিফলিত তরঙ্গদৈর্ঘ্য?,500 nm,550 nm,600 nm,650 nm,C
52,en,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,gu,college_physics,"સફેદ પ્રકાશ સામાન્ય રીતે પાણીના ખાબોચિયા પર પડે છે (વક્રીભવન આંક 1.33). તેલનું પાતળું (500 nm) પડ (વક્રીભવન આંક 1.5) ખાબોચિયાની સપાટી પર તરે છે. નીચેનામાંથી, સૌથી વધુ પ્રતિબિંબિત તરંગલંબાઇ કઈ છે?",500 nm,550 nm,600 nm,650 nm,C
52,hi,college_physics,"सफेद प्रकाश सामान्य रूप से पानी के एक पोखर पर आपतित होता है (अपवर्तन सूचकांक 1.33)। तेल की एक पतली (500 nm) परत (अपवर्तन सूचकांक 1.5) पोखर की सतह पर तैरती है। निम्नलिखित में से, सबसे प्रबल परावर्तित तरंग दैर्ध्य है",500 nm,550 nm,600 nm,650 nm,C
52,kn,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,kok,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,ml,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,mni,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,mr,college_physics,"पाण्याच्या डबक्यावर पांढरा प्रकाश पडतो (अपवर्तनांक १.३३). तेलाचा एक पातळ थर (५०० nm, अपवर्तनांक १.५) डबक्याच्या पृष्ठभागावर तरंगतो. खालीलपैकी सर्वात जास्त परावर्तित होणारी तरंगलांबी कोणती आहे?",500 nm,550 nm,600 nm,650 nm,C
52,ne,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,or,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,pa,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
52,ta,college_physics,"வெள்ளை ஒளி பொதுவாக ஒரு குட்டை நீரில் விழுகிறது (ஒளிவிலகல் எண் 1.33). ஒரு மெல்லிய (500 nm) எண்ணெய் படலம் (ஒளிவிலகல் எண் 1.5) குட்டையின் மேற்பரப்பில் மிதக்கிறது. பின்வருவனவற்றில், எந்த அலைநீளம் மிக அதிகமாக பிரதிபலிக்கப்படுகிறது?",500 nm,550 nm,600 nm,650 nm,C
52,te,college_physics,"తెల్లని కాంతి సాధారణంగా నీటి గుంటపై పడుతుంది (వక్రీభవన సూచిక 1.33). ఒక సన్నని (500 nm) నూనె పొర (వక్రీభవన సూచిక 1.5) గుంట ఉపరితలంపై తేలుతుంది. క్రింది వాటిలో, అత్యంత బలంగా ప్రతిబింబించే తరంగదైర్ఘ్యం ఏది?",500 nm,550 nm,600 nm,650 nm,C
52,ur,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",500 nm,550 nm,600 nm,650 nm,C
53,as,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,bn,college_physics,নিম্নলিখিতগুলির মধ্যে কোনটি কোনও সিস্টেম সম্পর্কে সত্য যা একটি বিপরীত তাপগতীয় প্রক্রিয়ার মধ্য দিয়ে যায়?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,en,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,gu,college_physics,નીચેનામાંથી કયું કોઈ પણ પ્રણાલી વિશે સાચું છે જે ઉલટાવી શકાય તેવી થર્મોડાયનેમિક પ્રક્રિયામાંથી પસાર થાય છે?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,hi,college_physics,निम्नलिखित में से कौन सा किसी भी प्रणाली के बारे में सही है जो एक उत्क्रमणीय ऊष्मागतिकीय प्रक्रिया से गुजरती है?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,kn,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,kok,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,ml,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,mni,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,mr,college_physics,उलट करता येण्याजोगी ऊष्मागती प्रक्रिया ज्या प्रणालीतून जाते त्याबद्दल खालीलपैकी कोणते सत्य आहे?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,ne,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,or,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,pa,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,ta,college_physics,ஒரு மீள் வெப்ப இயக்கவியல் செயல்முறைக்கு உட்படும் எந்தவொரு அமைப்பைப் பற்றியும் பின்வருவனவற்றில் எது உண்மை?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,te,college_physics,తిరగబడే ఉష్ణగతిక ప్రక్రియకు లోనయ్యే ఏదైనా వ్యవస్థ గురించి క్రింది వాటిలో ఏది నిజం?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
53,ur,college_physics,Which of the following is true about any system that undergoes a reversible thermodynamic process?,There are no changes in the internal energy of the system.,The temperature of the system remains constant during the process.,The entropy of the system and its environment remains unchanged.,The entropy of the system and its environment must increase.,C
54,as,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,bn,college_physics,দৃশ্যমান তরঙ্গদৈর্ঘ্যের পরিসরে বর্ণালী পরীক্ষা করার জন্য সর্বোত্তম লেজার হল,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,en,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,gu,college_physics,દૃશ્યમાન તરંગલંબાઇની શ્રેણી પર સ્પેક્ટ્રોસ્કોપી કરવા માટે શ્રેષ્ઠ પ્રકારનું લેસર છે,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,hi,college_physics,दृश्य तरंग दैर्ध्य की एक श्रृंखला पर स्पेक्ट्रोस्कोपी करने के लिए सबसे अच्छा प्रकार का लेजर है,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,kn,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,kok,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,ml,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,mni,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,mr,college_physics,दृश्यमान तरंगलांबीच्या श्रेणीवर स्पेक्ट्रोस्कोपी करण्यासाठी सर्वोत्तम प्रकारचा लेसर आहे,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,ne,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,or,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,pa,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,ta,college_physics,கண்ணுக்குத் தெரியும் அலைநீளங்களின் வரம்பில் நிறமாலையியல் செய்யக்கூடிய சிறந்த வகை லேசர்,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,te,college_physics,దృశ్య తరంగదైర్ఘ్యాల పరిధిలో స్పెక్ట్రోస్కోపీ చేయడానికి ఉత్తమమైన లేజర్ రకం.,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
54,ur,college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A
55,as,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,bn,college_physics,"হিলিয়াম পরমাণুর উত্তেজিত অবস্থাগুলোকে প্যারা- (অ্যান্টিপ্যারালাল ইলেকট্রন স্পিন) এবং অর্থো- (প্যারালাল ইলেকট্রন স্পিন) হিসেবে চিহ্নিত করা যায়। অর্থো- অবস্থার শক্তি প্যারা- অবস্থার চেয়ে কম, এই পর্যবেক্ষণটি নিচের কোনটির সাহায্যে বোঝা যাবে?",The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,en,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,gu,college_physics,હિલિયમ પરમાણુની ઉત્તેજિત અવસ્થાઓને પેરા-(એન્ટિપેરેલેલ ઇલેક્ટ્રોન સ્પિન) અને ઓર્થો-(પેરેલેલ ઇલેક્ટ્રોન સ્પિન) તરીકે વર્ણવી શકાય છે. નીચેનામાંથી કયા સંદર્ભમાં એ સમજાય છે કે ઓર્થો-અવસ્થાની ઊર્જા પેરા-અવસ્થા કરતા ઓછી હોય છે?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,hi,college_physics,"हीलियम परमाणु की उत्तेजित अवस्थाओं को पैरा-(प्रतिसमानांतर इलेक्ट्रॉन स्पिन) और ऑर्थो-(समानांतर इलेक्ट्रॉन स्पिन) के रूप में दर्शाया जा सकता है। ऑर्थो- अवस्था की ऊर्जा संबंधित पैरा- अवस्था से कम होती है, इस अवलोकन को निम्नलिखित में से किस आधार पर समझा जा सकता है?",The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,kn,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,kok,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,ml,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,mni,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,mr,college_physics,हीलियम अणूच्या उत्तेजित अवस्थांचे पॅरा-(अँटीपॅरलल इलेक्ट्रॉन स्पिन) आणि ऑर्थो-(पॅरलल इलेक्ट्रॉन स्पिन) असे वर्गीकरण केले जाते. ऑर्थो अवस्थेची ऊर्जा पॅरा अवस्थेपेक्षा कमी असते हे खालीलपैकी कोणत्या संदर्भात समजून घेतले जाऊ शकते?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,ne,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,or,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,pa,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,ta,college_physics,"ஹீலியம் அணுவின் கிளர்வு நிலைகளை பாரா- (எதிர் இணை எலக்ட்ரான் சுழற்சிகள்) மற்றும் ஆர்த்தோ- (இணை எலக்ட்ரான் சுழற்சிகள்) என வகைப்படுத்தலாம். ஆர்த்தோ- நிலை, அதனுடன் தொடர்புடைய பாரா- நிலையை விட குறைந்த ஆற்றலைக் கொண்டுள்ளது என்ற கூற்றை பின்வரும் எந்த அடிப்படையில் புரிந்து கொள்ளலாம்?",The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,te,college_physics,"హీలియం పరమాణువు యొక్క ఉత్తేజిత స్థితులను పారా-(సమాంతర ఎలక్ట్రాన్ స్పిన్‌లు), ఆర్థో-(సమాంతర ఎలక్ట్రాన్ స్పిన్‌లు) గా వర్ణించవచ్చు. ఆర్థో-స్థితికి సంబంధిత పారా-స్థితి కంటే తక్కువ శక్తి ఉంటుందనే విషయాన్ని కింది వాటిలో దేని ఆధారంగా అర్థం చేసుకోవచ్చు?",The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
55,ur,college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,B
56,as,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,bn,computer_security,নিম্নলিখিত প্রোগ্রামটির প্রতিটি কোড লাইনকে অন্তর্ভুক্ত করে এমন পথগুলি অনুসন্ধান করার সম্ভাবনা নিম্নলিখিত ফাজারের শৈলীগুলির মধ্যে কোনটি বেশি?,Generational,Blackbox,Whitebox,Mutation-based,C
56,en,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,gu,computer_security,નીચેના પ્રોગ્રામમાં કોડની દરેક લાઇનને આવરી લેતા માર્ગો શોધવાની શક્યતા ફઝરની નીચેની શૈલીઓમાંથી કઈ છે?,Generational,Blackbox,Whitebox,Mutation-based,C
56,hi,computer_security,निम्नलिखित में से किस प्रकार का फ़ज़र निम्नलिखित प्रोग्राम में कोड की प्रत्येक पंक्ति को कवर करने वाले रास्तों का पता लगाने की अधिक संभावना रखता है?,Generational,Blackbox,Whitebox,Mutation-based,C
56,kn,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,kok,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,ml,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,mni,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,mr,computer_security,खालील प्रोग्राममधील कोडच्या प्रत्येक ओळीचा समावेश असलेल्या मार्गांचा शोध घेण्याची शक्यता खालीलपैकी कोणत्या फझर शैलीमध्ये जास्त आहे?,Generational,Blackbox,Whitebox,Mutation-based,C
56,ne,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,or,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,pa,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
56,ta,computer_security,பின்வரும் நிரலில் உள்ள ஒவ்வொரு கோட் வரியையும் உள்ளடக்கிய பாதைகளை ஆராய பின்வரும் ஃபஸ்ஸர் பாணிகளில் எது அதிக வாய்ப்புள்ளது?,Generational,Blackbox,Whitebox,Mutation-based,C
56,te,computer_security,ఈ క్రింది ప్రోగ్రామ్‌లోని ప్రతి కోడ్ లైన్‌ను కవర్ చేసే మార్గాలను అన్వేషించడానికి ఈ క్రింది ఫజ్జర్ శైలులలో ఏది ఎక్కువ అవకాశం ఉంది?,Generational,Blackbox,Whitebox,Mutation-based,C
56,ur,computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,Generational,Blackbox,Whitebox,Mutation-based,C
57,as,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
57,bn,computer_security,"ধরা যাক, একটি ক্লায়েন্ট এবং সার্ভারের মধ্যে সফলভাবে একটি টিএলএস সংযোগ স্থাপন করা হয়েছে। সেশনটি স্থাপনের জন্য সার্ভার সার্টিফিকেট পরীক্ষা করা এবং ডিফিহেলম্যান এক্সচেঞ্জ চালানো অন্তর্ভুক্ত ছিল, কিন্তু ক্লায়েন্ট কোনো ক্লায়েন্ট সার্টিফিকেট প্রদান করেনি। আরও ধরে নিই যে ক্লায়েন্ট এবং সার্ভার সৎ, ক্লায়েন্ট এবং সার্ভার তাদের কী (key) ফাঁস করে না এবং ক্রিপ্টোগ্রাফি ভালো আছে। নিম্নলিখিত আক্রমণগুলির মধ্যে কোনটি থেকে টিএলএস সুরক্ষা দেয়?
১. একজন আক্রমণকারী ক্লায়েন্ট কর্তৃক পূর্বে পাঠানো বাইটগুলি পুনরায় চালায়।
২. একজন আক্রমণকারী সার্ভারের ছদ্মবেশ ধারণ করে।","True, True","False, False","True, False","False, True",A
57,en,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
57,gu,computer_security,"ધારો કે ક્લાયન્ટ અને સર્વર વચ્ચે TLS કનેક્શન સફળતાપૂર્વક સ્થાપિત થયું છે. સેશન સ્થાપિત કરવામાં સર્વર પ્રમાણપત્રની ચકાસણી અને ડિફીહેલમેન એક્સચેન્જનો સમાવેશ થતો હતો, પરંતુ ક્લાયન્ટે ક્લાયન્ટ પ્રમાણપત્ર આપ્યું નથી. વધુમાં, ધારો કે ક્લાયન્ટ અને સર્વર પ્રમાણિક છે, ક્લાયન્ટ અને સર્વર તેમની કી લીક કરતા નથી, અને ક્રિપ્ટોગ્રાફી સારી છે. નીચેનામાંથી TLS કયા હુમલાઓ સામે રક્ષણ આપે છે?
1. એક હુમલાખોર ક્લાયન્ટે અગાઉ મોકલેલા બાઇટ્સને ફરીથી વગાડે છે.
2. એક હુમલાખોર સર્વરનું અનુકરણ કરે છે.","True, True","False, False","True, False","False, True",A
57,hi,computer_security,"मान लीजिए कि एक क्लाइंट और सर्वर के बीच एक TLS कनेक्शन सफलतापूर्वक स्थापित हो गया है। सत्र स्थापित करने में सर्वर प्रमाणपत्र की जाँच करना और डिफीहेल्मन एक्सचेंज को निष्पादित करना शामिल था, लेकिन क्लाइंट ने क्लाइंट प्रमाणपत्र प्रदान नहीं किया। इसके अलावा, मान लीजिए कि क्लाइंट और सर्वर ईमानदार हैं, क्लाइंट और सर्वर अपनी कुंजियों को लीक नहीं करते हैं, और क्रिप्टोग्राफी अच्छी है। निम्नलिखित में से कौन सा हमला TLS से सुरक्षित है?
1. एक हमलावर उन बाइट्स को फिर से चला रहा है जो क्लाइंट ने पहले भेजे थे।
2. एक हमलावर सर्वर का प्रतिरूपण कर रहा है।","True, True","False, False","True, False","False, True",A
57,kn,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
57,kok,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
57,ml,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
57,mni,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
57,mr,computer_security,"असे मानू की क्लायंट आणि सर्व्हरमध्ये TLS कनेक्शन यशस्वीरित्या स्थापित झाले आहे. सेशन स्थापित करताना सर्व्हर सर्टिफिकेट तपासणे आणि डिफिहेल्मन एक्सचेंज करणे समाविष्ट होते, परंतु क्लायंटने क्लायंट सर्टिफिकेट दिले नाही. पुढे, असे मानू की क्लायंट आणि सर्व्हर प्रामाणिक आहेत, क्लायंट आणि सर्व्हर त्यांच्या Keys लीक करत नाहीत आणि क्रिप्टोग्राफी चांगली आहे. TLS खालीलपैकी कोणत्या हल्ल्यांपासून संरक्षण करते?
1. क्लायंटने पूर्वी पाठवलेले बाइट्स (bytes) हल्ला करणारा पुन्हा प्ले करतो.
2. हल्ला करणारा सर्व्हरची नक्कल करतो.","True, True","False, False","True, False","False, True",A
57,ne,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
57,or,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
57,pa,computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True","False, False","True, False","False, True",A
